Duration,Ticket_Type,Refund_Policy,Description,LowPrice,HighPrice,Currency,Organizer,EventStatus,StartTime,EndTime,Title,Subtitle,url,City
3 horas,Entrada electrónica,NA,"Entérate de todas las posibilidades que tienes para desarrollarte y vivir una experiencia educativa diferente en un país del primer mundo como Canadá. Time to Canada ha preparado este PRIMER EVENTO PRESENCIAL EN LIMA para que puedas acceder a opciones de estudio y prácticas profesionales en Canadá. Tendremos como invitado a Daniel Negrete, representante de Conestoga College, quien nos dará información sobre los programas que ofrece este college en pregrado y posgrado, así como maestrías y doctorados. Además tendremos información sobre prácticas profesionales y financiamiento de carreras de 1, 2 y 3 años. Nuestros invitados serán: Verónica Maldonado - CEO de Time to Canada (virtual) Miguel Piscoya - Representante Time to Canada en Perú Daniel Negrete - Representante de Conestoga College FECHA: 10 de MARZO HORA: 10:00 a.m. Anímate a informarte sobre opciones educativas y a empezar tu proyecto canadiense con Time to Canada. Queremos ayudarte a mejorar tu presente y tu futuro en Canadá. Y si ya estás listo para empezar tus objetivos en Canadá puedes completar este formulario para tener una asesoría personalizada y reservar una cita de 30 minutos con Verónica.",0,0,USD,Time to Canada,https://schema.org/EventScheduled,2024-03-10T15:00:00Z,2024-03-10T18:00:00Z,Programas de estudio en Canadá - Conestoga College,Infórmate de opciones y programas educativos en Canadá con un representante de Time to Canada y de Conestoga College.,https://www.eventbrite.ca/e/programas-de-estudio-en-canada-conestoga-college-tickets-857381329637,lima
NA,Sold out,NA,"The arrival of the Spanish empire in the sixteenth century with the founding of the city of Lima has left us an important legacy that we can still appreciate today. We will walk through its oldest streets and discover among history, legends and curiosities, the instability and power of an era. Price: A free tour is a visit in which a fixed price is not stipulated at the beginning. It is the attendees who decide the price of the activity at the end with their contribution to the guide. These activities continue to be carried out thanks to this contribution. Meeting point: We will be waiting for you at the point indicated on the google map, Plaza Kennedy, Miraflores. The visit takes place with a minimum of confirmed attendees, in case of not reaching that minimum you will be notified of the cancellation. If you have a group with different interest you cannot join the free tour, even if the visit is done separately. Ask us to make an appointment for your Group Tour (only your group) by sending us a booking message.",0,0,USD,Viajens Machupicchu,https://schema.org/EventScheduled,2024-03-10T14:00:00Z,2024-03-10T16:30:00Z,Free Walking Tour Lima,"We travel to the XVI century, where a small millenary town became the capital of all Hispanic South America. ¡Guiado también en español!",https://www.eventbrite.com/e/free-walking-tour-lima-tickets-717272680897,lima
